"field","label","description","temporal","category","subcategory","identifier"
"94286-2","Contactin-associated protein 2 IgG Ab [Presence] in Cerebral spinal fluid by Cell binding assay immunofluorescent assay","Contactin-associated protein 2 IgG Ab [Presence] in Cerebral spinal fluid by Cell binding assay immunofluorescent assay","1","Laboratory","Other Labs","0"
"94287-0","Leucine-rich glioma-inactivated protein 1 IgG Ab [Presence] in Serum by Cell binding assay immunofluorescent assay","Leucine-rich glioma-inactivated protein 1 IgG Ab [Presence] in Serum by Cell binding assay immunofluorescent assay","1","Laboratory","Other Labs","0"
"94288-8","Leucine-rich glioma-inactivated protein 1 IgG Ab [Presence] in Cerebral spinal fluid by Cell binding assay immunofluorescent assay","Leucine-rich glioma-inactivated protein 1 IgG Ab [Presence] in Cerebral spinal fluid by Cell binding assay immunofluorescent assay","1","Laboratory","Other Labs","0"
"94289-6","West Nile virus Ab [Presence] in Unspecified specimen by Neutralization test","West Nile virus Ab [Presence] in Unspecified specimen by Neutralization test","1","Laboratory","Other Labs","0"
"94290-4","Saint Louis encephalitis virus Ab [Presence] in Unspecified specimen by Neutralization test","Saint Louis encephalitis virus Ab [Presence] in Unspecified specimen by Neutralization test","1","Laboratory","Other Labs","0"
"94291-2","Hydroxybupropion [Presence] in Serum or Plasma by Screen method","Hydroxybupropion [Presence] in Serum or Plasma by Screen method","1","Laboratory","Other Labs","0"
"94293-8","Citalopram+Escitalopram [Mass/volume] in Serum or Plasma by Confirmatory method","Citalopram+Escitalopram [Mass/volume] in Serum or Plasma by Confirmatory method","1","Laboratory","Other Labs","0"
"94294-6","Norcitalopram [Presence] in Serum or Plasma by Screen method","Norcitalopram [Presence] in Serum or Plasma by Screen method","1","Laboratory","Other Labs","0"
"94292-0","Citalopram+Escitalopram [Presence] in Serum or Plasma by Screen method","Citalopram+Escitalopram [Presence] in Serum or Plasma by Screen method","1","Laboratory","Other Labs","0"
"94295-3","DULoxetine [Presence] in Serum or Plasma by Screen method","DULoxetine [Presence] in Serum or Plasma by Screen method","1","Laboratory","Other Labs","0"
"94296-1","Norfluvoxamine [Presence] in Serum or Plasma by Screen method","Norfluvoxamine [Presence] in Serum or Plasma by Screen method","1","Laboratory","Other Labs","0"
"94297-9","Norfluvoxamine [Mass/volume] in Serum or Plasma by Confirmatory method","Norfluvoxamine [Mass/volume] in Serum or Plasma by Confirmatory method","1","Laboratory","Other Labs","0"
"94300-1","Vilazodone [Mass/volume] in Serum or Plasma by Confirmatory method","Vilazodone [Mass/volume] in Serum or Plasma by Confirmatory method","1","Laboratory","Other Labs","0"
"94298-7","Norvenlafaxine [Presence] in Serum or Plasma by Screen method","Norvenlafaxine [Presence] in Serum or Plasma by Screen method","1","Laboratory","Other Labs","0"
"94299-5","Vilazodone [Presence] in Serum or Plasma by Screen method","Vilazodone [Presence] in Serum or Plasma by Screen method","1","Laboratory","Other Labs","0"
"94302-7","Vortioxetine [Mass/volume] in Serum or Plasma by Confirmatory method","Vortioxetine [Mass/volume] in Serum or Plasma by Confirmatory method","1","Laboratory","Other Labs","0"
"94301-9","Vortioxetine [Presence] in Serum or Plasma by Screen method","Vortioxetine [Presence] in Serum or Plasma by Screen method","1","Laboratory","Other Labs","0"
"94265-6","CD18 cells [Presence] in Blood","CD18 cells [Presence] in Blood","1","Laboratory","Other Labs","0"
"94266-4","CD11a, CD11b, and CD18 phenotyping panel - Blood Qualitative","CD11a, CD11b, and CD18 phenotyping panel - Blood Qualitative","1","Laboratory","Other Labs","0"
"94267-2","CD11b cells [Presence] in Blood","CD11b cells [Presence] in Blood","1","Laboratory","Other Labs","0"
"94268-0","CD11a cells [Presence] in Blood","CD11a cells [Presence] in Blood","1","Laboratory","Other Labs","0"
"94264-9","Brucella sp Ab [Titer] in Cerebral spinal fluid by Immunocapture agglutination","Brucella sp Ab [Titer] in Cerebral spinal fluid by Immunocapture agglutination","1","Laboratory","Other Labs","0"
"94247-4","Borrelia burgdorferi oppA2 gene [Presence] in Blood by NAA with non-probe detection","Borrelia burgdorferi oppA2 gene [Presence] in Blood by NAA with non-probe detection","1","Laboratory","Other Labs","0"
"94248-2","Borrelia mayonii oppA2 gene [Presence] in Blood by NAA with non-probe detection","Borrelia mayonii oppA2 gene [Presence] in Blood by NAA with non-probe detection","1","Laboratory","Other Labs","0"
"94249-0","Borrelia garinii+afzelii oppA2 gene [Presence] in Blood by NAA with non-probe detection","Borrelia garinii+afzelii oppA2 gene [Presence] in Blood by NAA with non-probe detection","1","Laboratory","Other Labs","0"
"94250-8","Borrelia burgdorferi oppA2 gene [Presence] in Unspecified specimen by NAA with non-probe detection","Borrelia burgdorferi oppA2 gene [Presence] in Unspecified specimen by NAA with non-probe detection","1","Laboratory","Other Labs","0"
"94251-6","Borrelia mayonii oppA2 gene [Presence] in Unspecified specimen by NAA with non-probe detection","Borrelia mayonii oppA2 gene [Presence] in Unspecified specimen by NAA with non-probe detection","1","Laboratory","Other Labs","0"
"94252-4","Borrelia garinii+afzelii oppA2 gene [Presence] in Unspecified specimen by NAA with non-probe detection","Borrelia garinii+afzelii oppA2 gene [Presence] in Unspecified specimen by NAA with non-probe detection","1","Laboratory","Other Labs","0"
"94253-2","Borrelia sp panel - Unspecified specimen by NAA with non-probe detection","Borrelia sp panel - Unspecified specimen by NAA with non-probe detection","1","Laboratory","Other Labs","0"
"94257-3","PROMIS pediatric - global health 7 - version 1.0","PROMIS pediatric - global health 7 - version 1.0","1","Laboratory","Other Labs","0"
"94258-1","PROMIS pediatric - global health 7 - version 1.0 raw score","PROMIS pediatric - global health 7 - version 1.0 raw score","1","Laboratory","Other Labs","0"
"94263-1","PROMIS pediatric - global health 7 - version 1.0 T-score","PROMIS pediatric - global health 7 - version 1.0 T-score","1","Laboratory","Other Labs","0"
"94182-3","PROMIS parent proxy physical function - upper extremity - version 1.0 T-score","PROMIS parent proxy physical function - upper extremity - version 1.0 T-score","1","Laboratory","Other Labs","0"
"94183-1","Heartland banyangvirus RNA [Presence] in Unspecified specimen by NAA with probe detection","Heartland banyangvirus RNA [Presence] in Unspecified specimen by NAA with probe detection","1","Laboratory","Other Labs","0"
"94184-9","Yellow fever virus RNA [Presence] in Unspecified specimen by NAA with probe detection","Yellow fever virus RNA [Presence] in Unspecified specimen by NAA with probe detection","1","Laboratory","Other Labs","0"
"94185-6","Borrelia miyamotoi glpQ gene [Presence] in Unspecified specimen by NAA with probe detection","Borrelia miyamotoi glpQ gene [Presence] in Unspecified specimen by NAA with probe detection","1","Laboratory","Other Labs","0"
"94186-4","Origin of germline genetic variant [Type]","Origin of germline genetic variant [Type]","1","Laboratory","Other Labs","0"
"94187-2","Platelet aggregation [Interpretation] in Platelet rich plasma","Platelet aggregation [Interpretation] in Platelet rich plasma","1","Laboratory","Other Labs","0"
"94188-0","APC gene deletion+duplication and full mutation analysis in Blood or Tissue by Molecular genetics method","APC gene deletion+duplication and full mutation analysis in Blood or Tissue by Molecular genetics method","1","Laboratory","Other Labs","0"
"94189-8","APOA2 gene full mutation analysis in Blood or Tissue by Sequencing","APOA2 gene full mutation analysis in Blood or Tissue by Sequencing","1","Laboratory","Other Labs","0"
"94190-6","BPGM gene full mutation analysis in Blood or Tissue by Sequencing","BPGM gene full mutation analysis in Blood or Tissue by Sequencing","1","Laboratory","Other Labs","0"
"94192-2","SLC25A20 gene full mutation analysis in Blood or Tissue by Sequencing","SLC25A20 gene full mutation analysis in Blood or Tissue by Sequencing","1","Laboratory","Other Labs","0"
"94193-0","CDKN1C gene full mutation analysis in Blood or Tissue by Sequencing","CDKN1C gene full mutation analysis in Blood or Tissue by Sequencing","1","Laboratory","Other Labs","0"
"94191-4","BRCA1+BRCA2 gene deletion+duplication and full mutation analysis in Blood or Tissue by Molecular genetics method","BRCA1+BRCA2 gene deletion+duplication and full mutation analysis in Blood or Tissue by Molecular genetics method","1","Laboratory","Other Labs","0"
"94195-5","CPT2 gene full mutation analysis in Blood or Tissue by Sequencing","CPT2 gene full mutation analysis in Blood or Tissue by Sequencing","1","Laboratory","Other Labs","0"
"94196-3","CTRC gene full mutation analysis in Blood or Tissue by Sequencing","CTRC gene full mutation analysis in Blood or Tissue by Sequencing","1","Laboratory","Other Labs","0"
"94194-8","CPOX gene full mutation analysis in Blood or Tissue by Sequencing","CPOX gene full mutation analysis in Blood or Tissue by Sequencing","1","Laboratory","Other Labs","0"
"94197-1","CYP21A2 gene deletion+duplication and full mutation analysis in Blood or Tissue by Molecular genetics method","CYP21A2 gene deletion+duplication and full mutation analysis in Blood or Tissue by Molecular genetics method","1","Laboratory","Other Labs","0"
"94199-7","FGA gene full mutation analysis in Blood or Tissue by Sequencing","FGA gene full mutation analysis in Blood or Tissue by Sequencing","1","Laboratory","Other Labs","0"
"94198-9","DPYD gene full mutation analysis in Blood or Tissue by Sequencing","DPYD gene full mutation analysis in Blood or Tissue by Sequencing","1","Laboratory","Other Labs","0"
"94202-9","GRHPR gene deletion+duplication and full mutation analysis in Blood or Tissue by Molecular genetics method","GRHPR gene deletion+duplication and full mutation analysis in Blood or Tissue by Molecular genetics method","1","Laboratory","Other Labs","0"
"94200-3","FTCD gene full mutation analysis in Blood or Tissue by Sequencing","FTCD gene full mutation analysis in Blood or Tissue by Sequencing","1","Laboratory","Other Labs","0"
"94201-1","GNPTAB gene full mutation analysis in Blood or Tissue by Sequencing","GNPTAB gene full mutation analysis in Blood or Tissue by Sequencing","1","Laboratory","Other Labs","0"
"94205-2","LYZ gene full mutation analysis in Blood or Tissue by Sequencing","LYZ gene full mutation analysis in Blood or Tissue by Sequencing","1","Laboratory","Other Labs","0"
"94203-7","GSN gene full mutation analysis in Blood or Tissue by Sequencing","GSN gene full mutation analysis in Blood or Tissue by Sequencing","1","Laboratory","Other Labs","0"
"94204-5","HMBS gene full mutation analysis in Blood or Tissue by Sequencing","HMBS gene full mutation analysis in Blood or Tissue by Sequencing","1","Laboratory","Other Labs","0"
"94206-0","MMACHC gene full mutation analysis in Blood or Tissue by Sequencing","MMACHC gene full mutation analysis in Blood or Tissue by Sequencing","1","Laboratory","Other Labs","0"
"94207-8","MMADHC gene full mutation analysis in Blood or Tissue by Sequencing","MMADHC gene full mutation analysis in Blood or Tissue by Sequencing","1","Laboratory","Other Labs","0"
"94208-6","MLYCD gene deletion+duplication and full mutation analysis in Blood or Tissue by Molecular genetics method","MLYCD gene deletion+duplication and full mutation analysis in Blood or Tissue by Molecular genetics method","1","Laboratory","Other Labs","0"
"94209-4","NAGLU gene full mutation analysis in Blood or Tissue by Sequencing","NAGLU gene full mutation analysis in Blood or Tissue by Sequencing","1","Laboratory","Other Labs","0"
"94210-2","ARSB gene full mutation analysis in Blood or Tissue by Sequencing","ARSB gene full mutation analysis in Blood or Tissue by Sequencing","1","Laboratory","Other Labs","0"
"94211-0","NPC1 gene+NPC2 gene deletion+duplication and full mutation analysis in Blood or Tissue by Molecular genetics method","NPC1 gene+NPC2 gene deletion+duplication and full mutation analysis in Blood or Tissue by Molecular genetics method","1","Laboratory","Other Labs","0"
"94212-8","PKLR gene deletion+duplication and full mutation analysis in Blood or Tissue by Molecular genetics method","PKLR gene deletion+duplication and full mutation analysis in Blood or Tissue by Molecular genetics method","1","Laboratory","Other Labs","0"
"94213-6","PPOX gene full mutation analysis in Blood or Tissue by Sequencing","PPOX gene full mutation analysis in Blood or Tissue by Sequencing","1","Laboratory","Other Labs","0"
"94214-4","PRKAR1A gene deletion+duplication and full mutation analysis in Blood or Tissue by Molecular genetics method","PRKAR1A gene deletion+duplication and full mutation analysis in Blood or Tissue by Molecular genetics method","1","Laboratory","Other Labs","0"
"94215-1","PRSS1 gene full mutation analysis in Blood or Tissue by Sequencing","PRSS1 gene full mutation analysis in Blood or Tissue by Sequencing","1","Laboratory","Other Labs","0"
"94216-9","STK11 gene deletion+duplication and full mutation analysis in Blood or Tissue by Molecular genetics method","STK11 gene deletion+duplication and full mutation analysis in Blood or Tissue by Molecular genetics method","1","Laboratory","Other Labs","0"
"94217-7","TP53 gene deletion+duplication and full mutation analysis in Blood or Tissue by Molecular genetics method","TP53 gene deletion+duplication and full mutation analysis in Blood or Tissue by Molecular genetics method","1","Laboratory","Other Labs","0"
"94218-5","UBE3A gene full mutation analysis in Blood or Tissue by Sequencing","UBE3A gene full mutation analysis in Blood or Tissue by Sequencing","1","Laboratory","Other Labs","0"
"94219-3","VWF gene full mutation analysis in Blood or Tissue by Sequencing","VWF gene full mutation analysis in Blood or Tissue by Sequencing","1","Laboratory","Other Labs","0"
"94222-7","SERPINA1 gene full mutation analysis in Blood or Tissue by Sequencing","SERPINA1 gene full mutation analysis in Blood or Tissue by Sequencing","1","Laboratory","Other Labs","0"
"94220-1","SPINK1 gene full mutation analysis in Blood or Tissue by Sequencing","SPINK1 gene full mutation analysis in Blood or Tissue by Sequencing","1","Laboratory","Other Labs","0"
"94221-9","SMN1 gene full mutation analysis in Blood or Tissue by Sequencing","SMN1 gene full mutation analysis in Blood or Tissue by Sequencing","1","Laboratory","Other Labs","0"
"94225-0","TTR gene full mutation analysis in Blood or Tissue by Sequencing","TTR gene full mutation analysis in Blood or Tissue by Sequencing","1","Laboratory","Other Labs","0"
"94223-5","PTEN gene deletion+duplication and full mutation analysis in Blood or Tissue by Molecular genetics method","PTEN gene deletion+duplication and full mutation analysis in Blood or Tissue by Molecular genetics method","1","Laboratory","Other Labs","0"
"94224-3","RET gene full mutation analysis in Blood or Tissue by Sequencing","RET gene full mutation analysis in Blood or Tissue by Sequencing","1","Laboratory","Other Labs","0"
"94226-8","PKHD1 gene full mutation analysis in Blood or Tissue by Sequencing","PKHD1 gene full mutation analysis in Blood or Tissue by Sequencing","1","Laboratory","Other Labs","0"
"94227-6","AGXT gene deletion+duplication and full mutation analysis in Blood or Tissue by Molecular genetics method","AGXT gene deletion+duplication and full mutation analysis in Blood or Tissue by Molecular genetics method","1","Laboratory","Other Labs","0"
"94228-4","MUTYH gene full mutation analysis in Blood or Tissue by Sequencing","MUTYH gene full mutation analysis in Blood or Tissue by Sequencing","1","Laboratory","Other Labs","0"
"94229-2","MECP2 gene deletion+duplication and full mutation analysis in Blood or Tissue by Molecular genetics method","MECP2 gene deletion+duplication and full mutation analysis in Blood or Tissue by Molecular genetics method","1","Laboratory","Other Labs","0"
"94230-0","GBA gene full mutation analysis in Blood or Tissue by Sequencing","GBA gene full mutation analysis in Blood or Tissue by Sequencing","1","Laboratory","Other Labs","0"
"94231-8","G6PD gene full mutation analysis in Blood or Tissue by Sequencing","G6PD gene full mutation analysis in Blood or Tissue by Sequencing","1","Laboratory","Other Labs","0"
